 ------------------------------------------------------------------------------
 ----- WATER ------------------------------------------------------------------
 ------------------------------------------------------------------------------
User:	rlulery
Date:	6/26/2013 10:38:27 AM
StationID:	0
Date	Discharge (cfs)	Subsurface Flow (cfs)	Impervious Flow (mm)	Infiltration Excess (mm)	Initial Abstracted Flow (mm)	Overland Flow (mm)	PET (mm)	AET(mm)	Average Soil Root zone (mm)	Average Soil Upperzone (mm)	Snow Pack (mm)	Precipitation (mm)
9/3/2003	201.29451505174	84.3047596988644	8.01195973222197E-07	0	0	0	2.34784748572031	2.32013240105465	39.678758416745	2.07969788440137	0	0.91548076
9/4/2003	202.289231251231	84.5191537166988	3.63742409103197E-11	0	0	0	2.23059203380762	2.18743198365761	37.4481682073406	1.16592924213069	0	0
9/5/2003	202.172170449957	84.4819464416599	1.65138798249195E-15	0	0	0	2.10470159258747	2.06397741632287	35.3434682381889	0.659042724829999	0	0
9/6/2003	201.422089615509	84.2666682428723	7.49728984158375E-20	0	0	0	1.98583582495509	1.94741160099626	33.3576338517374	0.374961697511742	0	0
9/7/2003	200.306315722616	83.9259874201394	3.40376432216987E-24	0	0	0	1.91233804386035	1.87533594037008	31.4452971025963	0.214506729030119	0	0
9/8/2003	198.978921100828	83.4977185787295	1.54530661154735E-28	0	0	0	1.82331224887122	1.78803271952081	29.6219860011301	0.123300733237739	0	0
9/9/2003	197.530558270654	83.0090137960449	7.01568116258559E-33	0	0	0	2.00107660194164	1.96235748608972	27.6209105621542	0.0711758669263909	0	0
9/10/2003	196.01557756419	82.479367405892	3.18511432017382E-37	0	0	0	2.1730664101361	2.13101944052591	25.447845309512	0.0412444810677331	0	0
9/11/2003	194.467140599244	81.9227733482695	1.4460396642137E-41	0	0	0	2.05759429228666	2.01778161047176	23.3902520125899	0.0239841255734528	0	0
9/12/2003	192.905803064204	81.3492732761962	6.56500991891002E-46	0	0	0	1.98107758385988	1.94274543601235	21.4091752894327	0.0139923674894092	0	0
9/13/2003	191.344476821746	80.7660670270453	2.98050989208805E-50	0	0	0	1.89320384274161	1.85657197757336	19.5159721751699	0.00818786837971532	0	0
9/14/2003	193.397762582224	79.9357185386003	0.0147609440587944	0.0067449221574899	0.0524495869203048	0	1.9058865335097	1.9058865335097	22.3288408982487	0.472258347178513	0	5.379489562
9/15/2003	188.588740889527	79.6759571233863	6.70145823496432E-07	0	0	0	1.93892179137602	1.90140532603227	20.3899196580697	0.260524965803553	0	0
9/16/2003	187.360315878962	79.1717504095191	3.04245733174145E-11	0	0	0	1.88518469636478	1.84870799885997	18.5047354018041	0.145955876123602	0	0
9/17/2003	186.021898485817	78.6459994448274	1.38127349166488E-15	0	0	0	1.82720868376464	1.79185377342592	16.67752705103	0.0825574277774499	0	0
9/18/2003	184.631635761199	78.1074147813299	6.27097195043725E-20	0	0	0	1.77096408808243	1.73669746341339	14.9065631943183	0.0470373257188054	0	0
9/19/2003	183.220398355488	77.562029210505	2.84701686092219E-24	0	0	0	1.72814836549891	1.69471018934638	13.1784149647776	0.0269584472941607	0	0
9/20/2003	181.805415378784	77.0140607470671	1.29254365518364E-28	0	0	0	1.68736780773349	1.65471870136551	11.4910472014538	0.0155285016818892	0	0
9/21/2003	180.396532654702	76.4664649608132	5.86813911602477E-33	0	0	0	1.60118327473892	1.57223319372063	9.99485194442217	0.00898412316208081	0	0.10498806
9/22/2003	445.4231993656	75.9169879980714	0.369901909426345	0.995815137613254	0.165111658426243	0	1.58478828136315	1.58478828136315	31.4090607767269	3.65729768523547	0	29.2361737
9/23/2003	179.90518205647	75.9741382947354	1.67935207069625E-05	0	0	0	1.53675735042956	1.50702242953395	29.8723032218957	2.02042718130011	0	0
9/24/2003	180.736220392473	76.0442347872461	7.62424660561109E-10	0	0	0	1.43929759236243	1.41144843430393	28.4330053605747	1.13271348981683	0	0
9/25/2003	180.643653322477	75.939449706952	3.46140260386571E-14	0	0	0	1.40429271688897	1.3771208738509	27.0287123051113	0.640941180646706	0	0
9/26/2003	180.033219443356	75.7117918272933	1.57147435095046E-18	0	0	0	1.37011042259669	1.3600934993406	26.5110179773707	0.365258636814083	0	0.8524165
9/27/2003	283.096685875169	75.355103404998	0.174343574472159	0.359178180515455	0.134716655900387	0	1.36944973761087	1.36944973761087	39.0929929840719	2.40335418987457	0	17.3426783
9/28/2003	179.321599321487	75.3439236746089	7.91518603558138E-06	0	0	0	1.33110298404096	1.31450341995541	38.2350950378943	1.33260938305851	0	0.4732055783
9/29/2003	179.466835074238	75.2908362602198	3.59348890072447E-10	0	0	0	1.25977004061954	1.23539458968094	36.9753244156336	0.749402970804394	0	0
9/30/2003	181.392809814906	74.9785492345273	0.014059057067291	0	0.0513396158052511	0	1.18340284119625	1.18340284119625	39.7176212290736	0.996322722210523	0	4.563363029
10/1/2003	178.318762450219	74.8491822978202	6.38280203381583E-07	0	0	0	1.13533037830232	1.11336272806334	38.5822901988948	0.558237366392819	0	0
10/2/2003	177.637949848514	74.5894031370626	2.89778764023167E-11	0	0	0	1.04099747260371	1.02085508246337	37.5412920694868	0.316348338233607	0	0
10/3/2003	176.697975306777	74.257144903198	1.31559355333294E-15	0	0	0	0.974220465845025	0.955370153146405	36.5670709333303	0.180636596837993	0	0
10/4/2003	175.613242939354	73.8747379147563	5.97278549173689E-20	0	0	0	0.950386987979051	0.931997832982748	35.6166832368349	0.103764370517703	0	0
10/5/2003	174.448022140865	73.4580829302919	2.71164041810996E-24	0	0	0	0.936950908867675	0.918821730997256	34.6797315753196	0.0599064299741104	0	0
10/6/2003	173.239847649986	73.0185562393587	1.23108284523265E-28	0	0	0	0.927139397526778	0.909200064561782	33.7525913791386	0.0347373089576637	0	0
10/7/2003	172.011171064897	72.5643130209994	5.58910747053934E-33	0	0	0	0.907805208300832	0.890239975673828	32.8447853357787	0.0202212669144464	0	0
10/8/2003	170.775680634237	72.1012047149864	2.53745086597333E-37	0	0	0	0.907805437142061	0.890240200850478	31.9369790102283	0.0118127327457565	0	0
10/9/2003	169.54185093994	71.633429807033	1.15200091090826E-41	0	0	0	0.951601381099459	0.948387912324664	31.7708991216417	0.00692301343636027	0	0.78552248
10/10/2003	181.906915088337	70.9870682526734	0.0543260318500342	0.0174873887304823	0.0899340280038499	0	0.998126351856439	0.998126351856439	37.7880213179362	1.10557063071606	0	8.45388696
10/11/2003	167.607317176336	70.8252898682341	2.4663980302683E-06	0	0	0	1.06459812286938	1.04399908880821	36.7234219635745	0.612412232144545	0	0
10/12/2003	167.014009370653	70.5240167743335	1.11974297340564E-10	0	0	0	1.06723480080464	1.04658475026814	35.6561858642357	0.34450060243927	0	0
10/13/2003	166.171528192229	70.1765254441512	5.08362523446467E-15	0	0	0	1.1705189908785	1.14787048352028	34.4856653786481	0.195644396853505	0	0
10/14/2003	330.624052917526	70.1497830668284	0.224333386526706	0.612805532521805	0.145039553904867	0	1.14184785677764	1.14184785677764	41.9995535846095	7.03595591556677	0	20.232268376
10/15/2003	168.433063876777	70.6290897203795	1.01847199916829E-05	0	0	0	1.14114804893129	1.11906784530605	40.8584039401105	3.90275592909185	0	0
10/16/2003	171.434421999717	71.451357331732	4.6238557227402E-10	0	0	0	1.14470846436352	1.12255937085331	39.7136938053844	2.1939734740353	0	0
10/17/2003	205.652115811495	72.302098009246	0.105991094013708	0.0417178318488207	0.114696745773758	0	1.09815927995736	1.09815927995736	41.9995535846095	8.00095234641867	0	12.50397355
10/18/2003	176.851367780689	72.8869982144252	4.81198822367034E-06	0	0	0	1.06732242750769	1.04667068704762	40.932229468759	4.44008978208236	0	0
10/19/2003	180.139084531796	73.9637551846826	2.18463927372797E-10	0	0	0	1.01321177278345	1.00962985121046	40.7471060607881	2.49507117844722	0	0.82809003
10/20/2003	181.687632241897	74.6027854599292	9.91824695836084E-15	0	0	0	0.984790895660399	0.98075254654611	40.5383935857838	1.413635891255	0	0.7760801
10/21/2003	182.195531513286	74.9213151584358	4.50287715276563E-19	0	0	0	0.964333353873369	0.955673328816203	40.0908240749941	0.806156419085979	0	0.5167655473
10/22/2003	181.984803504602	75.0066245201575	2.04430306464762E-23	0	0	0	0.984374096825568	0.965327336335342	39.1064481773928	0.462253980247903	0	0
10/23/2003	181.340777540203	74.9232906862281	9.28112155481428E-28	0	0	0	0.92474557616997	0.906852575175832	38.1817008519748	0.266325667433067	0	0
10/24/2003	180.433870779342	74.7187780926779	4.21362266705759E-32	0	0	0	0.896660632282876	0.879311050669654	37.2850384676689	0.154094620352401	0	0
10/25/2003	997.152014764845	75.7789959436393	0.498067130114177	3.56496171219722	0.176362508415447	0	0.908581860994185	0.908581860994185	41.9995535846095	17.5734569901171	0	35.765554134
10/26/2003	229.097049146519	78.910734628424	0.0903542651072332	0	0.0601923451655352	0	0.883228452953311	0.883228452953311	41.9995535846095	16.1474891393598	0	8.662805225
10/27/2003	207.654959176524	80.5332069640877	4.10207728960791E-06	0	0	0	0.8677094043872	0.850920005478099	41.1318423221311	8.89409222318081	0	0
10/28/2003	265.039135890963	84.6479293639941	0.141971352598218	0.0395423738798116	0.0678626009680097	0	0.855671652170181	0.855671652170181	41.9995535846095	12.6374836766728	0	11.70062072
10/29/2003	226.971723376694	86.1387364591695	6.44548943624361E-06	0	0	0	0.821125776985815	0.813997417482649	41.6311431866055	6.94840555715647	0	0.45271724
10/30/2003	232.696038377354	88.8119001319219	2.92624767690691E-10	0	0	0	0.84992537096579	0.833480079436962	40.7812158362531	3.86135197716728	0	0
10/31/2003	236.697429803576	90.569262182806	1.32851438999112E-14	0	0	0	0.882506788319425	0.865431076455511	39.8987069376013	2.16198013017419	0	0
11/1/2003	238.432053394325	91.6367082412466	6.0314459994117E-19	0	0	0	0.922652975070091	0.907959049130356	39.1392929932211	1.21812551757349	0	0.1632412945
11/2/2003	238.591113114669	92.1926541024372	2.73827224739265E-23	0	0	0	0.971879507169669	0.968723217440201	38.9761656910489	0.690104816474872	0	0.80875465
11/3/2003	237.803201186032	92.3741442619704	1.2431736770216E-27	0	0	0	1.04107139419045	1.02092760273025	37.9350916132507	0.39288317154847	0	0
11/4/2003	236.443750036454	92.2843416171336	5.64399976193656E-32	0	0	0	0.982144004903178	0.963140406086446	36.9529450159561	0.224664072101034	0	0
11/5/2003	234.739353578599	91.9998489962549	2.56237192771423E-36	0	0	0	1.02769333537675	1.00969833942685	36.0229246117083	0.128991068024151	0	0.097675707
11/6/2003	264.659983255418	91.478108867387	0.0996898535165178	0.0354348772081442	0.112302780538015	0	1.04195239479194	1.04195239479194	41.9995535846095	3.91489823856713	0	11.998366235
11/7/2003	233.974131352419	91.5323458582158	4.52591234767717E-06	0	0	0	1.00038458208616	0.98102804721741	40.9991661781442	2.12265935244789	0	0
11/8/2003	233.937239273873	91.7008367383225	2.05476102695606E-10	0	0	0	0.959949249992166	0.941375102979293	40.0392141597622	1.17118235594823	0	0
11/9/2003	233.509331397633	91.5955533567962	9.32860063024054E-15	0	0	0	0.854107497381598	0.837581292985819	39.1851041478081	0.6529503960206	0	0
11/10/2003	232.309297823371	91.2979389824194	4.23517813395686E-19	0	0	0	0.770911363317219	0.75599492921816	38.4141904687843	0.366904147038221	0	0
11/11/2003	230.680467017758	90.8658148681188	1.92276789813108E-23	0	0	0	0.755691473147952	0.752936117940109	38.2717844508516	0.207499737623484	0	0.61328777
11/12/2003	266.54271561992	90.3178056555064	0.054900916731924	0.113448198099098	0.0902980292359179	0	0.748222360467542	0.748222360467542	41.9995535846095	2.56693117547966	0	8.252506818
11/13/2003	230.051738763122	90.2802553941977	2.49249776352514E-06	0	0	0	0.698949361828666	0.685425328804936	41.3006020000797	1.39962526563299	0	0
11/14/2003	260.00333239404	90.3736511847958	0.0789498785686314	0.0286629808308736	0.103397949893664	0	0.650558569570658	0.650558569570658	41.9995535846095	7.1370307026234	0	10.07482444
11/15/2003	241.868815771364	91.2244691848436	0.0144307022142109	0	0.0315048415572329	0	0.60146192114997	0.60146192114997	41.9995535846095	6.38376324362274	0	2.97534523
11/16/2003	236.900931771966	91.6626132995761	6.55152866947933E-07	0	0	0	0.608439768625364	0.596667015211169	41.3911117773102	3.48371445516023	0	0
11/17/2003	238.887215368007	92.4563847747792	2.97438941431735E-11	0	0	0	0.630239175123953	0.618044623617961	40.7608704555599	1.9277638602453	0	0
11/18/2003	1239.5480182794	94.8830023089156	0.468627689370542	4.44945288024051	0.174118101483424	0	0.70725523428494	0.70725523428494	41.9995535846095	18.9033827877491	0	33.926676536
11/19/2003	279.328848287699	98.7211503181491	0.0107407494450479	0	0.0278655679548542	0	0.764313911488803	0.764313911488803	41.9995535846095	13.3762962485978	0	2.758485335
11/20/2003	274.68552319794	100.433640512246	4.87629270402297E-07	0	0	0	0.749918333000359	0.735408100997866	41.2496325765863	7.25461349550642	0	0
11/21/2003	282.527010453034	103.424059103401	2.21383346264107E-11	0	0	0	0.698540246256181	0.685024133631571	40.5510898024004	3.9811616898295	0	0
11/22/2003	286.942282643115	105.317936211298	1.00507883709662E-15	0	0	0	0.67626704014281	0.663181894104603	39.8748202806073	2.20278898838866	0	0
11/23/2003	293.384134146525	106.582403646734	0.0168141099980752	0	0.0335116512912913	0	0.723075747731528	0.723075747731528	41.9806119904353	1.80989624494356	0	3.32404416
11/24/2003	338.50233840476	107.418074375005	0.134548931700031	0.047806976671848	0.124188068732537	0	0.729452767369252	0.729452767369252	41.9995535846095	10.9274650703993	0	14.1017467
11/25/2003	298.170039211675	108.541944976348	6.10851204880361E-06	0	0	0	0.70124256130273	0.687674163331531	41.2983083479583	5.84784537615957	0	0
11/26/2003	303.89670729383	110.791581511405	2.77326017968791E-10	0	0	0	0.679254282509126	0.669564961566327	40.79754127269	3.18183428105569	0	0.17848983
11/27/2003	1695.69863426765	115.620984953561	0.808573551883616	5.98070830884099	0.192826082121117	0	0.678770830800071	0.678770830800071	41.9995535846095	31.7066389241945	0	52.4349016
11/28/2003	399.14042127556	124.416132517549	0.0731437384953233	0.0126159237774468	0.0307093389944032	0	0.621988524673262	0.621988524673262	41.9995535846095	23.3279945221847	0	5.987585385
11/29/2003	384.846485474683	128.68390565725	3.32072059025182E-06	0	0	0	0.572168487258811	0.561097555233003	41.427382813582	12.3499363299145	0	0
11/30/2003	409.554075128647	136.315321274691	1.50760481558197E-10	0	0	0	0.579521508650028	0.568308302784448	40.8478589683205	6.61539923947543	0	0
12/1/2003	422.158656429605	141.456589220572	6.84451527370621E-15	0	0	0	0.569496708784891	0.558477473854371	40.27835994112	3.57386702455693	0	0
12/2/2003	427.166561971645	144.656485817352	3.10740512684264E-19	0	0	0	0.515113690658316	0.505146717138509	39.7632441341443	1.9453589082479	0	0
12/3/2003	426.052055608199	146.630372135773	0.00154530393655805	0	0.0184534825455163	0	0.474456538899288	0.474456538899288	40.6038815098954	1.3697127313165	0	1.508033988
12/4/2003	425.051681077965	146.758431646953	0.00772624861504578	0	0.0392654506671366	0	0.482964618906998	0.482964618906998	41.9995535846095	1.69946425632256	0	2.911597919
12/5/2003	420.99548484627	146.73288084647	0.00390066030083323	0	0.0286319903120871	0	0.498463758770417	0.498463758770417	41.9995535846095	2.16832745361453	0	2.179802416
12/6/2003	416.790640735482	146.688429663266	1.7708970368499E-07	0	0	0	0.485119607440929	0.475732992616302	41.5144319194675	1.14957167401389	0	0
12/7/2003	413.019058790412	146.414479117986	8.03986010896474E-12	0	0	0	0.45160143664486	0.442863367549323	41.0628285542383	0.620337926001879	0	0
12/8/2003	407.956363163943	145.642348631826	3.65009084247303E-16	0	0	0	0.447370545761064	0.4387143406547	40.6154560858519	0.338330879941272	0	0
12/9/2003	402.102435098084	144.529918174579	1.6571386787488E-20	0	0	0	0.484656128309846	0.475278481939693	40.1307978624704	0.186056716153007	0	0
12/10/2003	496.879270340552	143.40108870325	0.132631057105054	0.3212851520278	0.123610440871864	0	0.504092431206191	0.504092431206191	41.9995535846095	7.69359476093083	0	13.747449422
12/11/2003	403.708553086976	143.968595735509	6.0214406768923E-06	0	0	0	0.489531837841717	0.480059851328602	41.5100196087916	4.02546589549293	0	0
12/12/2003	405.800402832493	144.902611311998	2.7337298379986E-10	0	0	0	0.475483053602148	0.466282898150776	41.0345344693758	2.14991801690469	0	0
12/13/2003	426.498103286825	145.152630484649	0.064475226991456	0.0159581129772825	0.0544009291067072	0	0.460211764023966	0.460211764023966	41.9995535846095	4.81819565812258	0	6.60410713
12/14/2003	416.715609174656	145.762029077799	0.0219434468654907	0.00281847290118296	0.0372068574477898	0	0.443863764970739	0.443863764970739	41.9995535846095	5.03358448825679	0	3.50076261
12/15/2003	409.498874960049	146.10018997408	9.96230946439003E-07	0	0	0	0.428180807491585	0.419895906848185	41.5713708791823	2.6602020562858	0	0
12/16/2003	410.385600697082	146.343006553415	0.00339148376341587	0	0.0268143178211778	0	0.445595530702478	0.445595530702478	41.9995535846095	2.53199054691161	0	2.00669523
12/17/2003	406.798993799102	146.164588897762	1.5397312464961E-07	0	0	0	0.448261644661623	0.439588198612969	41.5512899439565	1.35206558405901	0	0
12/18/2003	403.695552713993	145.291815488266	0.00327925920469766	0	0.0263931218703709	0	0.447968420413708	0.447968420413708	41.9995535846095	1.68046963613188	0	1.98149966
12/19/2003	399.7500255901	144.85677008328	1.48878137566434E-07	0	0	0	0.412323935662765	0.406999237865545	41.7243598851402	0.896225771111947	0	0.137132077
12/20/2003	395.372716063517	143.963716456315	6.75905698869409E-12	0	0	0	0.364146850697523	0.357100947780566	41.3602114077486	0.485693444228207	0	0
12/21/2003	390.156933328283	142.774190393073	3.06860712547203E-16	0	0	0	0.36912922835241	0.361986921064093	40.9910805302479	0.265847255460582	0	0
12/22/2003	384.446581886739	141.390062148027	1.39314547965076E-20	0	0	0	0.406424452661205	0.398698949984227	40.591808718467	0.146658191738114	0	0.007154456
12/23/2003	407.439742794337	139.438120695234	0.0861245443311604	0.0273449108380673	0.106678015543323	0	0.441514502803982	0.441514502803982	41.9995535846095	6.93471931882245	0	10.406117695
12/24/2003	380.088942271421	139.38620869722	3.91004826346555E-06	0	0	0	0.446439922888578	0.437801725486284	41.5531116721766	3.63068188493362	0	0
12/25/2003	381.595413951007	139.834991422706	1.77515916529179E-10	0	0	0	0.446776914844012	0.438132196909674	41.1063327698542	1.94318833094435	0	0
12/26/2003	380.234637102395	139.600652514047	8.05921014215954E-15	0	0	0	0.40196851078499	0.394190793752838	40.7043624749769	1.05283492617802	0	0
12/27/2003	376.97096968892	138.899460098452	3.6588757439497E-19	0	0	0	0.396980402008017	0.389299200174778	40.3073803158526	0.575758898632643	0	0
12/28/2003	372.539318509625	137.882058542997	1.66112701784719E-23	0	0	0	0.411561178848568	0.403597852450597	39.8958173212176	0.317277742385306	0	0
12/29/2003	508.744312441313	136.905092167319	0.185386448546719	0.45617251638659	0.137230150671888	0	0.438563521330703	0.438563521330703	41.9995535846095	10.369265531477	0	17.11243582
12/30/2003	378.227326934873	137.760513475022	8.41653174294709E-06	0	0	0	0.464251422742594	0.455268588853687	41.5353001296958	5.44985204394992	0	0
12/31/2003	383.29605441433	139.446994799619	3.82109949973508E-10	0	0	0	0.466883943733922	0.457850172872791	41.0684141517597	2.92062573693662	0	0
1/1/2004	405.095328599603	140.446436218774	0.058417658429312	0.0151252217949629	0.0527213191972717	0	0.43838873603909	0.43838873603909	41.9995535846095	5.03333124041655	0	6.1823979
1/2/2004	635.598660934899	143.274952162375	0.329631140704137	0.781350106324156	0.0805948693016408	0	0.447099030115355	0.447099030115355	41.9995535846095	16.1763429940148	0	21.6489935
1/3/2004	429.173257112952	147.904271412557	0.0167639986161361	0	0.0199194945882786	0	0.502070534763141	0.502070534763141	41.9995535846095	11.4365665862961	0	2.39720743
1/4/2004	627.82850436978	152.267319333154	0.323685493319858	0.567037800823831	0.0389272328406105	0	0.522824099122696	0.522824099122696	41.9995535846095	20.7763609777725	0	19.264057176
1/5/2004	453.951847482849	155.543241043508	1.46952986618665E-05	0	0	0	0.552012593854003	0.543591430328739	41.5643277976716	10.8254133298613	0	0.11678914
1/6/2004	477.833788747395	162.49139104576	6.67165527088368E-10	0	0	0	0.529194049829028	0.518954635035935	41.0351315279196	5.73315984146829	0	0
1/7/2004	488.060829020754	166.776064871146	3.02892680697317E-14	0	0	0	0.47542785095718	0.466228762094264	40.5597016984281	3.06757286175307	0	0
1/8/2004	490.725607280952	169.345233534065	0.00537328123832684	0	0.020683754718795	0	0.448365009147915	0.448365009147915	41.6524929791812	2.12833916643933	0	1.795053368
1/9/2004	485.00320752805	169.419057090463	0.0017494621525833	0	0.0124000959706612	0	0.443869036823226	0.443869036823226	41.9995535846095	1.67345858204473	0	1.175135235
1/10/2004	480.60594346395	169.228737528238	7.94254588494756E-08	0	0	0	0.420043195997719	0.411915748283996	41.5795086867349	0.897758399259013	0	0
1/11/2004	474.676434085141	168.684158564575	3.60591025312159E-12	0	0	0	0.415967961753504	0.407919365820003	41.1635390561665	0.4875098919704	0	0
1/12/2004	467.312885512817	167.530404845121	1.63708072221684E-16	0	0	0	0.393766511658137	0.386147493049452	40.7697709810172	0.266932907787431	0	0
1/13/2004	459.278924834754	165.965996847843	7.43233498042074E-21	0	0	0	0.348230149216662	0.341492216984641	40.4215394639914	0.147165431828508	0	0
1/14/2004	450.987324809897	164.132212184761	3.37427486082304E-25	0	0	0	0.327707365484536	0.321366529983811	40.0938308257613	0.0816231212271758	0	0
1/15/2004	442.667725690892	162.128841809811	1.53191841680562E-29	0	0	0	0.32593782787999	0.319631231089198	39.7678917468168	0.0455146792642268	0	0
1/16/2004	434.448848950497	160.025886384239	6.95489885248808E-34	0	0	0	0.343681950161497	0.339906133333743	39.5727480935362	0.0255041453239014	0	0.1485396
1/17/2004	567.434071636001	157.644543192635	0.173738511159193	0.483310427436383	0.13457448951188	0	0.371313686647697	0.371313686647697	41.9995535846095	9.63333635545674	0	16.305921906
1/18/2004	500.248767791998	159.508827815763	0.191561674610531	0.0472991814364958	0.0727052125305336	0	0.376867783233643	0.376867783233643	41.9995535846095	15.990129879179	0	14.03472333
1/19/2004	452.011467316293	161.539027141286	8.6968865725034E-06	0	0	0	0.363367354685245	0.356336530013784	41.6361849056736	8.3160472684057	0	0
1/20/2004	466.997250612537	165.604985402916	3.94838039543674E-10	0	0	0	0.362775054949717	0.355755690468129	41.2734085472346	4.40595686325898	0	0
1/21/2004	471.856392623382	167.706358899463	1.79256192628543E-14	0	0	0	0.363353559336899	0.356323001054353	40.9100537013282	2.36057911511362	0	0
1/22/2004	470.965146066638	168.400811461102	8.13821855483718E-19	0	0	0	0.353085593920185	0.346253711086727	40.5569668759935	1.27625131329589	0	0
1/23/2004	466.523719059166	168.105161928917	3.69474550781611E-23	0	0	0	0.339339610493473	0.332773699585827	40.2176261003974	0.69539992277481	0	0
1/24/2004	460.141179068963	167.12534194336	1.67741186544797E-27	0	0	0	0.348321206910191	0.341581510057583	39.8693037167	0.38151572308248	0	0
1/25/2004	605.208272071774	165.661276651257	0.185688366496794	0.52044992822681	0.137296791596325	0	0.340698348699165	0.340698348699165	41.9995535846095	10.7937890142768	0	17.033619767
1/26/2004	461.89087320341	166.473534021806	8.43023879666326E-06	0	0	0	0.346337826576685	0.340301117594633	41.6875630288444	5.58818550191265	0	0.034348402
1/27/2004	487.440297993728	169.305810961095	0.0458090980903352	0.0132528442817345	0.0486451514552261	0	0.336525087868298	0.336525087868298	41.9995535846095	6.40807944292369	0	5.21820681
1/28/2004	474.048756610635	170.027581770849	2.07972983578394E-06	0	0	0	0.313910409874559	0.307836529458377	41.6856421855884	3.368199647364	0	0
1/29/2004	494.667180097463	171.523752816292	0.0509239194653014	0.0157714528555163	0.050406842182801	0	0.315852570250865	0.315852570250865	41.9995535846095	5.22384600668939	0	5.552937594
1/30/2004	478.9113765642	171.969848344566	2.31194236695421E-06	0	0	0	0.304902675814331	0.29900308633241	41.6946499838551	2.7438094976978	0	0
1/31/2004	477.933661147178	172.456251757926	1.04962021074618E-10	0	0	0	0.270052136136143	0.26482687267202	41.4245970445752	1.46589870149741	0	0
2/1/2004	473.497535548879	171.9671601448	4.7652683845129E-15	0	0	0	0.258961398248478	0.253950730263145	41.1656348917015	0.791587573602765	0	0
2/2/2004	616.790521926293	171.758412852292	0.201554604952311	0.459893696739402	0.140655765825618	0	0.278355988806749	0.278355988806749	41.9995535846095	11.5673138187655	0	17.9649104
2/3/2004	489.116054743566	174.37300100905	0.000330222290403329	0	0.00551665680694071	0	0.280192491979682	0.280192491979682	41.9995535846095	7.31564654423484	0	0.5818975672
2/4/2004	488.414623195742	175.289330078149	1.49920687903386E-08	0	0	0	0.280143909102004	0.274723378029252	41.7194089102268	3.8247948763378	0	0
2/5/2004	537.045220761354	177.037919390879	0.146638537581298	0.0302049106714697	0.0683977489029766	0	0.282906674293658	0.282906674293658	41.9995535846095	10.9379865759746	0	11.396733987
2/6/2004	498.906715136062	178.030246466298	6.65737930666944E-06	0	0	0	0.294893500590425	0.28918757775344	41.704659314743	5.66097282505743	0	0
2/7/2004	507.141421414762	180.705388773761	3.02244552924759E-10	0	0	0	0.313761028157995	0.307690035429185	41.3908974875095	2.99132219959131	0	0
2/8/2004	507.109784779402	181.655410492596	1.37218814738957E-14	0	0	0	0.321464082308412	0.315244042148192	41.0694326064637	1.59960829717578	0	0
2/9/2004	502.749307325413	181.398939160479	6.22972455124647E-19	0	0	0	0.359018364653584	0.353748382452114	40.7970684021042	0.863491937028538	0	0.08665503
2/10/2004	495.735349601742	180.312755070126	2.82829057065901E-23	0	0	0	0.420847953102189	0.412704923896593	40.3762194557567	0.469856875587252	0	0
2/11/2004	487.407727827168	178.667711718822	1.28404193255765E-27	0	0	0	0.446204292312348	0.43757064036053	39.9300141382159	0.257453912139869	0	0
2/12/2004	478.493849448262	176.656085513698	5.82954135502398E-32	0	0	0	0.451053681306979	0.447324884166536	39.7373010647278	0.141949048123164	0	0.258341616
2/13/2004	469.392585420745	174.4130647392	2.64660768065443E-36	0	0	0	0.446463213881253	0.43782455123119	39.2908368808422	0.0787057881333823	0	0
2/14/2004	460.324071982428	172.032961267011	1.20155802810499E-40	0	0	0	0.454440025821439	0.445647018610055	38.8363958961017	0.0438644526950252	0	0
2/15/2004	451.409482133102	169.581101318731	5.45506500816118E-45	0	0	0	0.454614747524643	0.445818359198322	38.3817802177058	0.0245627408401218	0	0
2/16/2004	442.714164730991	167.102388100565	2.47659568220669E-49	0	0	0	0.431724419838579	0.423370938472376	37.9500549408311	0.0138150400092922	0	0
2/17/2004	434.271424240062	164.627395820273	1.12437270022357E-53	0	0	0	0.430313761896981	0.421987575116075	37.5197403515445	0.00780212176819615	0	0
2/18/2004	426.095906172422	162.176675065284	5.10464416170416E-58	0	0	0	0.438057076004681	0.429581062624492	37.0816824605496	0.00442332815209968	0	0
2/19/2004	418.191294029379	159.763781084464	2.31750486403868E-62	0	0	0	0.456865352652817	0.448025415502636	36.6248162863214	0.00251689670850738	0	0
2/20/2004	407.163789663398	156.296725515665	0.000515043761411015	0	0.0108361025891446	0	0.496394351613029	0.496394351613029	37.102225112799	0.0890681966371959	0	1.08304373
2/21/2004	403.337117266274	155.115914507975	2.33829505926745E-08	0	0	0	0.512301189612043	0.502388617544901	36.5899230654127	0.0466480660836327	0	0
2/22/2004	396.338640899238	152.887172444512	1.06158431454879E-12	0	0	0	0.516095858911398	0.506109862914868	36.0738263742255	0.0250069741874648	0	0
2/23/2004	389.520830817727	150.703898640689	4.81958533174667E-17	0	0	0	0.540301794051704	0.52984743425665	35.5335237421068	0.0135787330231372	0	0
2/24/2004	382.904220685383	148.569781015283	2.18808835545715E-21	0	0	0	0.55937302824909	0.550674215441269	35.0839511215124	0.00744368775109743	0	0.109801241
2/25/2004	376.49333793509	146.486613085378	9.93390576518269E-26	0	0	0	0.571278326816359	0.560224597626328	34.5126719785227	0.00411203992089869	0	0
